(written by ASE)

7999 atoms
1 atom types

0.0      54.607457223087181  xlo xhi
0.0      54.607457223087181  ylo yhi
0.0      54.607457223087181  zlo zhi

Atoms # atomic

     1   1                       0                       0                       0
     2   1      1.3651864305771795      1.3651864305771795      1.3651864305771795
     3   1                       0       2.730372861154359       2.730372861154359
     4   1      1.3651864305771795      4.0955592917315382      4.0955592917315382
     5   1       2.730372861154359                       0       2.730372861154359
     6   1      4.0955592917315382      1.3651864305771795      4.0955592917315382
     7   1       2.730372861154359       2.730372861154359                       0
     8   1      4.0955592917315382      4.0955592917315382      1.3651864305771795
     9   1                       0                       0      5.4607457223087179
    10   1      1.3651864305771795      1.3651864305771795      6.8259321528858976
    11   1                       0       2.730372861154359      8.1911185834630764
    12   1      1.3651864305771795      4.0955592917315382      9.5563050140402552
    13   1       2.730372861154359                       0      8.1911185834630764
    14   1      4.0955592917315382      1.3651864305771795      9.5563050140402552
    15   1       2.730372861154359       2.730372861154359      5.4607457223087179
    16   1      4.0955592917315382      4.0955592917315382      6.8259321528858976
    17   1                       0                       0      10.921491444617436
    18   1      1.3651864305771795      1.3651864305771795      12.286677875194615
    19   1                       0       2.730372861154359      13.651864305771795
    20   1      1.3651864305771795      4.0955592917315382      15.017050736348974
    21   1       2.730372861154359                       0      13.651864305771795
    22   1      4.0955592917315382      1.3651864305771795      15.017050736348974
    23   1       2.730372861154359       2.730372861154359      10.921491444617436
    24   1      4.0955592917315382      4.0955592917315382      12.286677875194615
    25   1                       0                       0      16.382237166926153
    26   1      1.3651864305771795      1.3651864305771795      17.747423597503332
    27   1                       0       2.730372861154359       19.11261002808051
    28   1      1.3651864305771795      4.0955592917315382      20.477796458657693
    29   1       2.730372861154359                       0       19.11261002808051
    30   1      4.0955592917315382      1.3651864305771795      20.477796458657693
    31   1       2.730372861154359       2.730372861154359      16.382237166926153
    32   1      4.0955592917315382      4.0955592917315382      17.747423597503332
    33   1                       0                       0      21.842982889234872
    34   1      1.3651864305771795      1.3651864305771795       23.20816931981205
